Epoch,Learning Rate,Train Loss,Test Loss,Train Accuracy,Test Accuracy
0,0.01,0.7696537434228702,0.3471384481497251,77.595,88.72
1,0.01,0.2560818288475275,0.2204264999859652,92.295,93.48
2,0.01,0.19246427920946815,0.16898003874856765,94.26166666666667,95.06
3,0.01,0.16100315199191892,0.15535616266369157,95.05333333333333,95.26
4,0.01,0.14477746070686306,0.13625234910020023,95.615,95.93
5,0.01,0.13116729403855895,0.1294727594707351,96.00166666666667,96.03
6,0.01,0.12286525846584075,0.12171772348317822,96.27833333333334,96.39
7,0.01,0.11570455240153237,0.11936017485471904,96.42666666666666,96.47
8,0.01,0.10867091607369943,0.11287750491047883,96.66833333333334,96.6
9,0.01,0.10091383335615463,0.09910891523694465,96.79666666666667,96.76
10,0.01,0.0976160044954625,0.09932798058814873,96.95,96.84
11,0.01,0.09048334237084842,0.10314891109640478,97.18833333333333,96.84
12,0.01,0.08696144726028097,0.09407810003876355,97.275,96.92
13,0.01,0.08726510396505248,0.09672553742980691,97.21666666666667,96.95
14,0.01,0.08063193734066049,0.09283638265203376,97.46,96.85
15,0.01,0.07829658253821356,0.09244624709348627,97.55666666666667,96.99
16,0.01,0.07559252566278679,0.09440912843895423,97.63833333333334,96.98
17,0.01,0.07240017715480122,0.08829773045411915,97.70166666666667,97.27
18,0.01,0.0687596403158653,0.07983469856520344,97.8,97.47
19,0.01,0.06808490706468696,0.08503466328994555,97.86166666666666,97.36
20,0.01,0.06658778622620372,0.08264236485179229,97.89333333333333,97.44
21,0.01,0.06322600486016135,0.08372289673640292,97.99666666666667,97.42
22,0.01,0.06199959295217011,0.08117636942725842,98.02666666666667,97.35
23,0.01,0.059410679306257076,0.08030298840518518,98.14,97.59
24,0.01,0.057670655886708166,0.08242518943131999,98.185,97.6
25,0.01,0.05547250674437803,0.08415384195870304,98.26166666666667,97.22
26,0.01,0.05468181207173391,0.09149537534693221,98.26833333333333,97.36
27,0.01,0.05489089570717135,0.0787204100724805,98.20333333333333,97.6
28,0.01,0.05139895492066532,0.07012308162958124,98.36,97.79
29,0.01,0.05005923284218708,0.07639855930923149,98.39333333333333,97.74
30,0.01,0.048435620539116736,0.07770957399562303,98.43833333333333,97.65
31,0.01,0.04801848909230843,0.06891334222403138,98.42333333333333,97.9
32,0.01,0.047842514927068085,0.07580647778163989,98.40833333333333,97.65
33,0.01,0.044444663735947555,0.0757063952506617,98.57,97.7
34,0.01,0.04461708006924137,0.08482402362204512,98.57333333333334,97.42
35,0.01,0.042521861712458225,0.07769825945915669,98.6,97.74
36,0.01,0.04155272635261911,0.07958092722800045,98.62666666666667,97.72
37,0.01,0.040805541082788735,0.07437928203548227,98.65666666666667,97.74
38,0.01,0.03944692475103668,0.0695714619739951,98.71166666666667,97.99
39,0.01,0.03998883113985869,0.07009670531372006,98.66,97.79
40,0.01,0.03810426718451138,0.06805334535036621,98.71,97.97
41,0.01,0.03704680446565135,0.0724018653749991,98.77833333333334,97.8
42,0.01,0.035399906631774586,0.07077619989035921,98.86166666666666,97.81
43,0.01,0.0354870062617179,0.06613401952950405,98.82666666666667,98.16
44,0.01,0.03342809922745459,0.06757125852877574,98.875,97.91
45,0.01,0.0335651750888314,0.06510798295948338,98.86,98.26
46,0.01,0.03231150311626879,0.07038121940427204,98.96833333333333,98.03
47,0.01,0.031617088482215276,0.06800033463264155,98.99833333333333,97.93
48,0.01,0.030784266732403757,0.06626050881913546,99.00833333333334,97.96
49,0.01,0.03034582812036735,0.06706927465697585,98.97666666666667,98.04
50,0.01,0.02887230704097685,0.07327149345053457,99.02,97.9
51,0.01,0.029696775745895347,0.06612051061084301,99.01333333333334,98.1
52,0.01,0.029990291416448708,0.06985856323695006,99.00333333333333,97.94
53,0.01,0.029424293394996547,0.06408146689384568,99.01666666666667,98.05
54,0.01,0.026827632022814563,0.06508970628945775,99.10666666666667,98.25
55,0.01,0.026002177562625923,0.06092871194817519,99.13333333333334,98.17
56,0.01,0.02550150774301279,0.06390062750967451,99.17333333333333,98.15
57,0.01,0.025586586525434874,0.06159213762984323,99.185,98.17
58,0.01,0.02533537488212801,0.0642069004968055,99.17666666666666,98.21
59,0.01,0.024987793828851964,0.07282332525527677,99.185,98.01
60,0.01,0.023525617653325295,0.06151318009520115,99.21833333333333,98.16
61,0.01,0.024115811579978403,0.06465822442802326,99.225,98.3
62,0.01,0.022871170367486825,0.06540524176376887,99.22833333333334,98.26
63,0.01,0.02220377631080615,0.06407344918167669,99.26,98.21
64,0.01,0.02264529446544903,0.0639486177896502,99.22833333333334,98.08
65,0.01,0.020663325450782016,0.07078642444342158,99.27166666666666,98.19
66,0.01,0.02216034873120878,0.061588498750393086,99.21333333333334,98.19
67,0.01,0.020976222408703962,0.060245898887303743,99.29666666666667,98.23
68,0.01,0.01942605348900884,0.06123456660601165,99.315,98.37
69,0.01,0.019198515416514666,0.0653411844170107,99.34833333333333,98.27
70,0.01,0.019769082188881227,0.06345370545115575,99.32833333333333,98.22
71,0.01,0.01996066445850386,0.060840609104051493,99.33166666666666,98.13
72,0.01,0.019377170378830768,0.0650530163214281,99.325,98.17
73,0.01,0.0185519310405668,0.06038205360159649,99.35833333333333,98.4
74,0.01,0.020072243700890162,0.05788483280845351,99.32666666666667,98.33
75,0.01,0.01904972033335148,0.06543387781426749,99.33833333333334,98.22
76,0.01,0.016948167580786894,0.06287181158031498,99.46166666666667,98.35
77,0.01,0.01656829765079722,0.05483218453914242,99.43166666666667,98.45
78,0.01,0.017117134019134762,0.06904755360864427,99.45,98.21
